ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10135,1013506,30135,10397,1039707,30397
10140,1014005,30140,10397,1039707,30397
10140,1014005,30140,10397,1039707,30397
10140,1014005,30140,10397,1039707,30397
10140,1014005,30140,10397,1039707,30397
